jobNumber,jobName,sales,location,region,description,priority,currentStatus,jobNotes,readyForInstall,orderDate,mfgTarget,mfgTargetModified,installTarget,scheduledInstall,dateInstalled,dateToAdmin,vendor,poNumber,vendorStatus,mfgRegion,installRegion,ulSign,value,totalHrsMfg,totalHrsInstall,dip,vinylDueDate,sketchFile,process,isActive,dept_graphics,dept_routingType,dept_metal,dept_assembly,dept_plexApplication,dept_vinyl
J34401,MERITRUST CREDIT UNION,CC,"Erie, CO",WK,"Vinyl applications for Erie branch Furnish and install two large vinyl ""M"" logo graphic applications on interior walls per design CC-J34401. NOTE: The hours door vinyl shown on the sketch is not apart of this proposal and is to be supplied and installed by others. Ship to: DaVinci Sign Systems 4496 Bents Drive, Unit A Windsor, CO 80550 Mark package for job location",,Subcontracted,,Survey needed,2025-12-09,2026-01-27,,2026-02-02,,,,GREGORY,19214,RECEIVED,WK,Sub-Installer,False,2867.48,0.0,0.0,181.0,,J34401 Meritrust Credit Union_Multiple vinyl applications.pdf,Sub In Process,True,,,,,,
J34398,MERITRUST CREDIT UNION,CC,"Erie, CO",WK,"Two sets of internally illuminated letter sets Erie Co Remove the two existing sets of building signs, disposed of off site, and seal exposed mounting holes. Furnish and install two sets of internally illuminated logo and letter sets per design CC-J34398. NOTE: The SM will be eliminated. Letters to be internally illuminated with trim capped faces decorated with translucent vinyl.. Drivers will install behind wall on each elevation. Proposal subject to local authority approval and securing permit. Have product shipped to: DaVinci Sign Systems 4496 Bents Drive, Unit A Windsor, CO Have shipper label for job site location",,Subcontracted,off hold 4/14/26 / delivered to DaVinci 5/7/26,Survey needed,2025-12-09,2026-01-27,,2026-02-02,,,,AI Innovations,20002,RECEIVED,WK,Sub-Installer,False,23135.85,0.0,0.0,181.0,,J34398 Meritrust Credit Union_2 Sets of IL channel letters.pdf,Sub In Process,True,,,,,,
J34400,MERITRUST CREDIT UNION,CC,"Erie, CO",WK,"New Alum Overlay onto existing P/P sign Erie branch Furnish and install a 2' (H) x 2' 4"" (W), painted flat aluminum overlay panel onto existing single faced post and panel directional sign. New overlay panel to be decorated with vinyl graphics, per design CC-J34400. Ship to: DaVinci Sign Systems 4496 Bents Drive, Unit A Windsor, CO 80550 *Mark package for job location",,Subcontracted,,Survey needed,2025-12-09,2026-01-27,,2026-02-02,,,,,,,WK,Sub-Installer,False,1302.27,,0.0,181.0,,J34400 Meritrust Credit Union_New Alum Overlay.pdf,Sub In Process,True,Hutch,,,,,done
J34106,MERITRUST CREDIT UNION,CC,"Centennial, CO",WK,"Interior FCO logo for Centennial Branch Furnish and install a new set of 1/4"" machine routed logo and letters for the interior teller wall. Reference design CC-J34106. Letters to stud mount flush to wall surface. Proposal is based on having the existing letters removed, and wall repairs done, prior to install of new letters. Label for job location and ship product to: DaVinci Sign Systems 4496 Bents Drive - Unit A Windsor, CO 80550",,Subcontracted,shipping to DaVinci Signs / https://www.ups.com/track?tracknum=1ZW3761R0320637603&loc=en_US&requester=ST/trackdetails,Survey needed,2025-12-16,2026-02-03,,2026-02-09,,,,GEMINI,19226,RECEIVED,WK,Sub-Installer,False,3675.45,0.0,0.0,174.0,,J34106 Meritrust Credit Union_Interior FCO.pdf,Sub In Process,True,,,,,,
J34934,MERITRUST CREDIT UNION,CC,"Centennial, CO",WK,"Furnish two sets of internally illuminated channel letters for Centennial CO branch Remove the two existing sign cabinets from the exterior of the building and dispose of off-site. Fabricate and install two new sets of individually mounted, internally illuminated, channel letters with trim capped faces to replace existing cabinets. Drivers to install behind the walls. Permit to be secured and invoiced as a separate line item on final billing. Reference design CC-J34934. Label for job location and ship product to: DaVinci Sign Systems 4496 Bents Drive - Unit A Windsor, CO 80550",,Subcontracted,released 3/9/26 customer permit waiver,Survey needed,2025-12-16,2026-02-03,,2026-02-09,,,,AI Innovations,19721,RECEIVED,WK,Sub-Installer,False,20763.82,0.0,0.0,174.0,,J34934 Meritrust Credit Union_Channel letter sets 2.pdf,Sub In Process,True,,,,,,
J34108,MERITRUST CREDIT UNION,CC,"Centennial, CO",WK,"New monument sign cabinet for Centennial branch Remove and dispose of the existing monument sign cabinet from brick base, and dispose of off site. Furnish and install one internally illuminated, double faced monument sign cabinet per design CC-J34108. Cabinet to be fabricated from all aluminum materials. Cabinet painted to match PMS 1797C red. Copy will be 1/2"" clear matte acrylic that will ""push-thru"" routed openings in faces, with a second surface diffuser film applied. Cabinet will install on top of a 2"" high reveal, that will be painted to match PMS 1C Gray. Permit to be secured and invoiced as a separate line item on final billing. Label for job location and ship product to: DaVinci Sign Systems 4496 Bents Drive - Unit A Windsor, CO 80550",,Subcontracted,released 3/9/26 customer permit waiver,Survey needed,2025-12-16,2026-02-03,2026-04-14,2026-02-09,,,,,,,WK,Sub-Installer,False,19810.96,,0.0,174.0,2026-03-30,J34108 Meritrust Credit Union_New Monument sign cabinet for Centennial.pdf,Sub In Process,True,,Routing Complete,done,done,done,
J34406,MERITRUST CREDIT UNION,CC,"Boulder, CO",WK,"Various vinyl applications Gunbarrel Boulder branch Furnish and install a new interior logo vinyl wall graphic and new vinyl copy on the exterior ATM header panel. Reference design CC-J34406. NOTE: Proposal doesn't include the door hours, as that is being handled by separate vendor. Label for job location and ship product to: DaVinci Sign Systems 4496 Bents Drive - Unit A Windsor, CO 80550",,Subcontracted,,Survey needed,2025-12-16,2026-02-03,,2026-02-09,,,,GREGORY,19214,RECEIVED,WK,Sub-Installer,False,2223.76,,0.0,174.0,,J34406 Meritrust Credit Union_Multiple vinyl applications.pdf,Sub In Process,True,"Hutch,Outsourced",,,,,done
J34114,MERITRUST CREDIT UNION,CC,"Centennial, CO",WK,"New ATM cabinet for Centennial branch Remove and dispose of the existing ATM sign cabinet from the end of the drive thru canopy. Furnish and install a new internally illuminated sign cabinet with white acrylic faces, decorated with translucent vinyl. Cabinet to be painted to match PMS 1797C red. Reference design CC-J34114. Permit, if required, will be secured and permitted on final invoice. Label for job location and ship product to: DaVinci Sign Systems 4496 Bents Drive - Unit A Windsor, CO 80550",,Subcontracted,released 3/9/26 customer permit waiver,Survey needed,2025-12-16,2026-02-03,2026-04-14,2026-02-09,,,,,,,WK,Sub-Installer,True,4167.84,,0.0,174.0,2026-03-30,J34114 Meritrust Credit Union_ATM Cabinet (1).pdf,Sub In Process,True,Hutch,,done,done,done,done
J34405,MERITRUST CREDIT UNION,CC,"Boulder, CO",WK,"Interior FCO logo for Gunbarrel Boulder branch Furnish and install a new set of 1/4"" thick routed aluminum logo and letters with a black anodized finish. Letters to stud mount to wall surface, per design CC-J34405. Proposal is based on the existing logo having been removed and wall repaired prior to the installation of new letters. Label for job location and ship product to: DaVinci Sign Systems 4496 Bents Drive - Unit A Windsor, CO 80550",,Subcontracted,shipping to DaVinci Signs / https://www.ups.com/track?tracknum=1ZW3761R0320637685&loc=en_US&requester=ST/trackdetails,Survey needed,2025-12-16,2026-02-03,,2026-02-09,,,,GEMINI,19227,RECEIVED,WK,Sub-Installer,False,3964.26,0.0,0.0,174.0,,CC-J34405 Interior Logo Gunbarrel Branch.pdf,Sub In Process,True,,,,,,
J34112,MERITRUST CREDIT UNION,CC,"Centennial, CO",WK,"Various vinyl graphics for Centennial branch Furnish and install one interior logo ""M"" digitally printed wall graphic, per design CC-J34112. NOTE: Proposal doesn't included the hours and suite vinyl graphics, as those items will be taken care of by another vendor. Proposal is based on the existing vinyl graphic, in the conference room is removed, and wall is repaired/painted, prior to install of new graphic. Label for job location and ship product to: DaVinci Sign Systems 4496 Bents Drive - Unit A Windsor, CO 80550",,Subcontracted,,Survey needed,2025-12-16,2026-02-03,,2026-02-09,,,,GREGORY,19214,RECEIVED,WK,Sub-Installer,False,1965.77,,0.0,174.0,,J34112 Meritrust Credit Union_Vinyl graphics.pdf,Sub In Process,True,,,,,,done
J34008,MERITRUST CREDIT UNION,CC,"Pueblo, CO",WK,"New Printed ACM panels to replace existing on monument and entrance Remove the existing ACM panels from the brick monument sign. Furnish and install two new 5' x 10' ACM panels, with the Meritrust logo printed direct to material. Proposal also includes replacing the existing parking signs with new sign panels. Reference design CC-J34008. Permit, as required, will be invoiced as a separate line item on final billing.",,Subcontracted,,Survey needed,2025-12-16,2026-02-03,,2026-02-09,,,,GREGORY,19271,RECEIVED,WK,Sub-Installer,False,4257.96,,0.0,174.0,,J34008 Meritrust credit Union_New printed ACM panels and parking signs.pdf,Sub In Process,True,,,,,done,done
J34636,"MERITRUST CREDIT UNION (Arapahoe, Ave)",CC,"Boulder, CO",WK,"Furnish an install one set of 1/4"" thick, machine routed aluminum letters (logo), with a black anodized finish for interior lobby wall. Reference design CC-J34636. Letters to stud mount to wall.",,Subcontracted,Delivered 1/27 /shipping to Davinci Signs https://www.ups.com/track?tracknum=1ZW3761R0320639709&loc=en_US&requester=ST/trackdetails,Survey needed,2025-12-26,2026-02-13,,2026-02-19,,,,GEMINI,19278,RECEIVED,WK,Sub-Installer,False,,0.0,0.0,164.0,,document - 2025-12-31T073050.470.pdf,Sub In Process,True,,,,,,
J34826,MERITRUST CREDIT UNION,CC,"Broomfield, CO",WK,"Furnish and install a new set of 1/4"" thick, machine routed aluminum letters for interior wall of corporate building. Letters to have a black anodized finish, and will stud mount to wall, per design CC-J34826. Proposal is based on the existing letters removed and wall repaired prior to new letters being installed.",,Subcontracted,Delivered 1/16 shipping to Davinci Signs https://www.ups.com/track?tracknum=1ZW3761R0320639012&loc=en_US&requester=ST/trackdetails,Survey needed,2025-12-26,2026-02-13,,2026-02-19,,,,GEMINI,19277,RECEIVED,WK,Sub-Installer,False,,0.0,0.0,164.0,,document - 2025-12-31T072253.531.pdf,Sub In Process,True,,,,,,
J34634,MERITRUST CREDIT UNION,CC,"Boulder, CO",WK,"Furnish and install one set of internally illuminated, trim less channel letters reading ATM. Faces will be white acrylic with black returns and installed above the exterior ATM. Drivers will need to install behind that wall, and accessible. 120V service to the drivers to be provided and hooked up by licensed electrician. Reference design CC-J34634.",,Subcontracted,off hold 4/14/26,Survey needed,2025-12-26,2026-02-13,,2026-02-19,,,,GEMINI,20078,RECEIVED,WK,Sub-Installer,False,,0.0,0.0,164.0,,document - 2025-12-31T073706.289.pdf,Sub In Process,True,,,,,,
J34725,MERITRUST CREDIT UNION,CC,"Boulder, CO",WK,"Interior Logo for 5360 Arapahoe branch Furnish and install one set of 1/4"" thick, machine routed aluminum letters and logo with a black anodized. Letters to install pin mounted on interior east wall of lobby. Reference design CC-J34725. Ship product to: DaVinci Sign Systems 4496 Bents Drive - Unit A Windsor, CO 80550",,Subcontracted,Delivering 1/29 / https://www.ups.com/track?tracknum=1ZV6X8310320290725&loc=en_US&requester=ST/trackdetails,Survey needed,2026-01-12,2026-03-02,,2026-03-08,,,,GEMINI,19366,RECEIVED,WK,Sub-Installer,False,3296.92,0.0,0.0,147.0,,J34725 Meritrust Credit Union_FCO letters.pdf,Sub In Process,True,,,,,,
J34821,MERITRUST CREDIT UNION,CC,"Westminster, CO",WK,"New interior Meritrust inteior FCO logo Westminster Federal Blvd Furnish and install one interior set of machine routed, 1/4"" thick aluminum letters with a black anodized finish. New letters to be stud mounted to wall per design CC-J34821. Proposal is based on the existing logo removed and wall repaired/painted prior to new set being installed. Ship product to: DaVinci Sign Systems 4496 Bents Drive - Unit A Windsor, CO 80550",,Subcontracted,Delivering 1/30 / https://www.ups.com/track?tracknum=1ZW3761R0320642866&loc=en_US&requester=ST/trackdetails,Survey needed,2026-01-12,2026-03-02,,2026-03-08,,,,GEMINI,19368,RECEIVED,WK,Sub-Installer,False,3412.75,0.0,0.0,147.0,,J34821 Meritrust Credit Union_FCO logo.pdf,Sub In Process,True,,,,,,
J34824,MERITRUST CREDIT UNION,CC,"Westminster, CO",WK,"New exterior signs for Westminster Federal Blvd Remove and dispose of the existing wall signs from the south and west elevations, and dispose of off site. Furnish and install two new sets of internally illuminated channel letter signs for the south and west elevations, per design CC-J34824. Returns and trim cap to match face color, which will be translucent vinyl matching PMS 1797C Red, applied to white acrylic faces. Drivers to be located behind the walls and above drop ceiling. Permit to be secured and invoiced as a separate line item on final invoice. Ship product to: DaVinci Sign Systems 4496 Bents Drive - Unit A Windsor, CO 80550",,Subcontracted,,Survey needed,2026-01-12,2026-03-02,,2026-03-08,,,,AI Innovations,19651,RECEIVED,WK,Sub-Installer,False,27645.98,0.0,0.0,147.0,,J34824 Meritrust Credit Union_2 channel letter sets.pdf,Sub In Process,True,,,,,,
J34058,MERITRUST CREDIT UNION,CC,"Aravada, CO",WK,"Furnish and install tenant face in Arvada 52nd Ave Pylon Furnish and install new tenant panel graphic on existing multi-tenant pylon sign. New graphics to be translucent with weeded copy. Reference design CC-J34058. Ship to: DaVinci Sign Systems 4496 Bents Dr - Unit A Windsor, CO 80550",,Subcontracted,,Survey needed,2026-01-28,2026-03-18,2026-03-20,2026-03-24,,,,,,,WK,Sub-Installer,False,1357.88,,0.0,131.0,2026-03-05,J34058 Meritrust Credit Union_Tenant face.pdf,Sub In Process,True,Hutch,,,,,done
J34059,MERITRUST CREDIT UNION,CC,"Aravada, CO",WK,"Furnish and install 1/4"" FCO interior logo for Arvada 52nd Ave branchlogo Furnish and install one set of 1/4"" thick, routed aluminum letters that will stud mount flush to interior wall surface. Letters will have a black anodized finish. Reference design CC-J34059. NOTE: The SM will be eliminated and not installed. Ship product to: DaVinci Sign Systems 4496 Bents Drive - Unit A Windsor, CO 80550",,Subcontracted,Delivering 2/9 / Shipping to DaVinci https://www.ups.com/track?tracknum=1ZW3761R0320645265&loc=en_US&requester=ST/trackdetails,Survey needed,2026-01-28,2026-03-18,,2026-03-24,,,,GEMINI,19474,RECEIVED,WK,Sub-Installer,False,3640.42,0.0,0.0,131.0,,J34059 Meritrust Credit Union_FCO reading.pdf,Sub In Process,True,,,,,,
J34081,MERITRUST CREDIT UNION,CC,"Aravada, CO",WK,"Furnish and install various vinyl applications at Arvada 52nd branch Furnish and install three (3), interior ""M"" logo vinyl wall graphics onto three office walls. Logos to be white. Reference design CC-J34081. Note: Proposal does not include door hours, as those will be taken care of by separate vendor. Product to ship to: DaVinci Signs Systems 4496 Bents Drive - Unit A Windsor, CO 80550",,Subcontracted,shipping to DaVinci Signs,Survey needed,2026-01-28,2026-03-18,,2026-03-24,,,,GREGORY,19496,RECEIVED,WK,Sub-Installer,False,2987.73,0.0,0.0,131.0,,J34081 Meritrust Credit Union_Various vinyl applications.pdf,Sub In Process,True,,,,,,
J35525,MERITRUST CREDIT UNION,CC,"Estes Park, CO",WK,"New Interior logo for Estes Park Meritrust Furnish and install a new set of 1/4"" thick, routed aluminum letters, with a black anodized finish, to be installed on wood slat wall in lobby area. Letters to stud mount to wall. Reference design CC-J35525. Have product shipped to: DaVinci Sign Systems 4496 Bents Drive - Unit A Windsor, CO 80550",,Subcontracted,,Survey needed,2026-02-03,2026-03-24,,2026-03-30,,,,GEMINI,19511,RECEIVED,WK,Sub-Installer,False,3726.41,0.0,0.0,125.0,,J35525 Meritrust Credit Union_New interior logo.pdf,Sub In Process,True,,,,,,
J35526,MERITRUST CREDIT UNION,CC,"Estes Park, CO",WK,"Furnish new tenant panels in two monument signs in Estes Park Produce and install a total of three tenant faces for the two existing multi-tenant sign cabinets on the property. New faces will be 3/16"" white acrylic, decorated with translucent vinyl to match development standards. Copy to be weeded to expose white acrylic. Reference design CC-J35526. Permit - if required, will be secured and invoiced as separate line item on final billing. Have product shipped to: DaVinci Sign Systems 4496 Bents Drive - Unit A Windsor, CO 80550",,Subcontracted,,Survey needed,2026-02-03,2026-03-24,2026-03-27,2026-03-30,,,,,,,WK,Sub-Installer,False,2955.76,,0.0,125.0,2026-03-12,J35526 Meritrust Credit Union_New tenant panels.pdf,Sub In Process,True,Hutch,,,,,done
J35308,MERITRUST CREDIT UNION,CC,"Firestone, CO",WK,"New Directional sign for Firestone CO branch Remove the existing directional panel and post. Dispose of off site. Fabricate and install a new, post and panel directional sign with vinyl copy applied, based on design CC-J35308. New sign to be installed in same position as existing. Ship to DaVinci Sign Systems: 4496 Bents Dr - Unit A Windsor, CO 80550",,Subcontracted,,Survey needed,2026-02-13,2026-04-03,,2026-04-09,,,,,,,WK,Sub-Installer,False,3577.18,,0.0,115.0,,J35308 Meritrust Credit Union_Firestone Post and panel (1).pdf,Sub In Process,True,,,done,,done,done
J36151,THRIVE RESTAURANT GROUP - Carlos O'Kelley's,DW,"Cedar Falls, IA",WK,"Cedar Falls Sign Install Pick up (2) existing illuminated cabinets from Cedar Rapids location, clean up cabinets and reinstall at Cedar Falls location Customer responsible for getting electrical service to sign location. CONTACT: Tom Garland NESPER SIGN ADVERTISING, INC. 4620 J. St. SW Cedar Rapids, IA 52404-4928 (319) 366 - 5312",,Subcontracted,,Survey needed,2026-02-25,2026-04-15,,2026-04-21,,,,,,,Sub,Sub-Installer,False,4655.0,0.0,0.0,103.0,,"cedar falls scale.png, cabinet pic 2.JPG, cabinet pic 1.JPG",Sub In Process,True,,,,,,
J35708,MERITRUST CREDIT UNION,CC,"Westminster, CO",WK,"New 1/4"" FCO logo for Meritrust Westminster 120 Interior Furnish and install a new set of 1/4"" machine routed logo and letters for the interior teller wall. Reference design CC-J35708. Letters to stud mount flush to wall surface. Letters to have a black anodized finish. Proposal is based on having the existing letters removed, and wall repairs done, prior to install of new letters.",,Subcontracted,Delivered 3/16,Survey needed,2026-03-02,2026-04-20,,2026-04-26,,,,GEMINI,19685,RECEIVED,WK,Sub-Installer,False,4066.32,0.0,0.0,98.0,,J35708 Meritrust Credit Union_New FCOs.pdf,Sub In Process,True,,,,,,
J34057,MERITRUST CREDIT UNION,CC,"Arvada, CO",WK,"Furnish and install two sets of internally illum channel letters for Arvada 52nd Ave Remove the existing set of letters from the front and rear elevations and dispose of off-site. Furnish and install two new sets of internally illuminated, trim less channel letters, fabricated at a depth of 3"". White acrylic faces decorated with translucent vinyl to match PMS 1797C red. Returns to be painted black. LED drivers to mount remotely behind each wall. Proposal includes after hours labor rate for installation, per LL policy. Reference design CC-J34057. Permit to be secured and invoiced as a separate line item on final billing. Label Product for site location and ship to: DaVinci Sign Systems 4496 Bents Dr - Unit A Windsor, CO 80550",,Subcontracted,,Survey needed,2026-03-09,2026-04-27,,2026-05-03,,,,AI Innovations,19800,RECEIVED,WK,Sub-Installer,False,28609.78,0.0,0.0,91.0,,CC-J34057 Channel Letters Arvada 52nd Ave.pdf,Sub In Process,True,,,,,,
