lni_name,lni_current_status,lni_process,lni_priority,lni_region,lni_sales,lni_location,lni_description,lni_job_notes,lni_ready_for_install,lni_order_date,lni_mfg_target_modified,lni_scheduled_install,lni_date_installed,lni_date_to_admin,lni_vendor,lni_po_number,lni_vendor_status,lni_mfg_region,lni_install_region,lni_value,lni_ul_sign,lni_graphics,lni_routing_type,lni_metal,lni_assembly,lni_plex_application,lni_vinyl_prod
"J37570 / AGI ARCHITECTURAL GRAPHICS, INC",Service or Contract Order,Service,,WK,DP,Salina,"NTE $600.00. Customer reports that ""STOP"" part of wall sign is out. Visit and repair. If repair will exceed NTE, contact Shalomar Aimes @ (865) 394-2822 for approval. Sign-off form must be signed/approved/stamped by the store manager on duty upon completion of project. Completion photos required.",printed / cancel,Survey needed,2026-05-04,2026-06-22,,,,,,,WK,WK,,No,,,,,,
J37594 / THE OTHER PLACE,Service or Contract Order,Service,,NEK,QT,Olathe,"The west facing sign has some outages, see attached photo.  Please check and repair.",,Survey needed,2026-05-05,2026-06-23,,,,,,,NEK,NEK,,No,,,,,,
J37596 / Community National Bank and Trust,Service or Contract Order,Service,,WK,CC,Benton,"Repair the border neon tube at the top of the pylon sign that wraps around the top ornament, as well as the CNB trim capped logo that isn't lighting on the pylon ID cabinet.",printed,Survey needed,2026-05-05,2026-06-23,,,,,,,WK,WK,,No,,,,,,
J37592 / Community Choice Financial,Service or Contract Order,Service,,WK,CC,Salina,Repair damage to lighting and signs due to hail storm,printed 05.14.26 found 4 units of neon bad sent in for repairs.  HA Other signs are in bad shape. JS,Survey needed,2026-05-05,2026-06-23,,,,,,,WK,WK,,No,,,,,,
J37612 / CHILI'S Salina,Service or Contract Order,Service,,WK,DP,Salina,Customer reports hail damage to wall sign. Visit and repair as needed. Provide completion photos.,,Survey needed,2026-05-06,2026-06-24,,,,,,,WK,WK,,No,,,,,,
J37610 / Nex-Tech Wireless,Service or Contract Order,Service,,WK,DP,Salina,Customer reports hail damage to wall sign. Visit and repair as needed. Provide completion photos.,,Survey needed,2026-05-06,2026-06-24,,,,,,,WK,WK,,No,,,,,,
J37660 / Andrade Auto Exchange,Service or Contract Order,Service,,WK,NH,Liberal,"Neon channel letters are partially out on the east face of the pylon. Check and repair as needed. Also, they have approximately (15) lot light fixtures out. They've been updating these to LED corn cobs as bulbs burn out. Customer will have these on site, and while we have a bucket truck on site, would like us to swap out as needed.",,Survey needed,2026-05-08,2026-06-26,,,,,,,WK,WK,,No,,,,,,
J37641 / FIRST PRESBYTERIAN CHURCH,Service or Contract Order,Service,,NEK,VB,Topeka,First Presbyterian Church repair north side of message center,,Survey needed,2026-05-08,2026-06-26,,,,,,,NEK,NEK,,No,,,,,,
J37651 / Phi Kappa Tau - Lawrence,Service or Contract Order,Service,,NEK,LNI,Lawrence,Survey site for truck access to install new halo lit channel letters / logo.,,Survey needed,2026-05-08,2026-06-26,,,,,,,NEK,NEK,,No,,,,,,
J37669 / HEARTLAND CREDIT UNION,Service or Contract Order,Service,,WK,CC,Hutchinson,Diagnose and repair issues with Watchfire display,,Survey needed,2026-05-11,2026-06-29,,,,,,,WK,WK,,No,,,,,,
J37536 / CITY OF SALINA PARKS & RECREATION DEPT.,Service or Contract Order,Service,,WK,DP,Salina,Customer reports 16mm modules outage in 9' x 16' EMC signage. Watchfire reports 4 modules needing replaced. Visit and repair as needed. Contact Watchfire when on site for calibration.,,Survey needed,2026-05-12,2026-06-30,,,,,,,WK,WK,,No,,,,,,
J37687 / LEGACY RESTAURANT GROUP (Wendy's #412),Service or Contract Order,Service,,NEK,VB,Kansas City,"Wendy's #142 State Ave, KCK service lighting",,Survey needed,2026-05-12,2026-06-30,,,,,,,NEK,NEK,,No,,,,,,
J37773 / Holly School District,Service or Contract Order,Service,,WK,NH,"Holly, CO","Per discussion with Cindy, (2) new modules are being shipped to our DC shop. Upon receipt, schedule a trip to the site to change out, and follow other instructions attached.",,Survey needed,2026-05-14,2026-07-02,,,,,,,WK,WK,,No,,,,,,
J37754 / CENTRAL BANK OF THE MIDWEST,Service or Contract Order,Service,,NEK,JA,Lawrence,The shared monument sign on the corner of 31st and Iowa has routed aluminum cut out faces with acrylic mounted to the back. Aspen Dental the tenant on lower section of this sign has the faces coming off the back. South facing side has fallen off and is resting in the sign. The north side is coming off and hasn’t completely fallen off yet.,,Survey needed,2026-05-14,2026-07-02,,,,,,,NEK,NEK,700,No,,,,,,
J37763 / ZIEGLER FUNERAL CHAPEL,Service or Contract Order,Service,,WK,NH,Dodge City,The module in the bottom-right corner of the south EMC face is showing up noticeably brighter than the others. The louver & position seem to be fine. Check and repair as needed. (Perhaps we can run a color-calibration test?).,,Survey needed,2026-05-14,2026-07-02,,,,,,,WK,WK,,No,,,,,,
J37743 / LEISZLER OIL COMPANY (Short Stop #1),Service or Contract Order,Service,,NEK,VB,Clay Center,Short Stop #1 Clay Center gold package repairs to message center,,Survey needed,2026-05-14,2026-07-02,,,,,,,NEK,NEK,,No,,,,,,
J37761 / SAINT LUKE'S HEALTH SYSTEM,Service or Contract Order,Service,,NEK,QT,Kansas City,St Luke's Plaza survey's for new signage,,Survey needed,2026-05-14,2026-07-02,,,,,,,NEK,NEK,,No,,,,,,
J37770 / Tapestry Collection,Service or Contract Order,Service,,NEK,QT,Kansas City,The customer reports that the bottom part of the sign is illuminated but the neon portion at the top is no longer working.  Please check and repair.  Donald Davis is the director of facilities and can be reached on his cell at 816-663-2903,,Survey needed,2026-05-15,2026-07-03,,,,,,,NEK,NEK,,No,,,,,,
J37809 / COMANCHE BEVERAGE OUTLET,Service or Contract Order,Service,,WK,NH,Dodge City,Customer reports the bottom points of the pylon's neon arrow out (both sides). Check and repair as needed. *MAINT CONTRACT.,,,2026-05-18,2026-07-06,,,,,,,WK,WK,,No,,,,,,
J37823 / LEGACY RESTAURANT GROUP (Wendy's),Service or Contract Order,Service,,WK,VB,Salina,Wendy's #171 Riffel Rd Salina repair parking lot light,,,2026-05-20,2026-07-08,,,,,,,WK,WK,,No,,,,,,
J37822 / LEGACY RESTAURANT GROUP (Wendy's),Service or Contract Order,Service,,WK,VB,Salina,Wendy's #170 Ohio St Salina service,,,2026-05-20,2026-07-08,,,,,,,WK,WK,,No,,,,,,
J37829 / FEDERAL HEATH SIGN,Service or Contract Order,Service,,WK,NH,Garden City,"Metal soffit is separating/drooping under the storefront overhang. (TRACKING #350557904). The customer is okay with us simply running some screws into it, to re-secure as needed. (They understand that this won't be pretty, but they can't have it falling down, and birds getting inside). **FOLLOW HIGHLIGHTED INSTRUCTIONS FOR CHECKING INTO THEIR IVR SYSTEM UPON ARRIVAL, AND GET THE MANAGER SIGNATURE/STAMP ON THAT PAGE UPON COMPLETION. *GET COMPLETION PHOTOS TO NATHAN.",,,2026-05-19,2026-07-07,,,,,,,WK,WK,,No,,,,,,
J37814 / AZ US STORE MAINTENANCE (AUTOZONE PARTS INC),Service or Contract Order,Service,,WK,CC,Wichita,"Repair broken unit of neon in the ""Z"" on front of building",,,2026-05-19,2026-07-07,,,,,,,WK,WK,,No,,,,,,
"J37849 / ROTTINGHAUS COMPANY, INC",Service or Contract Order,Service,,WK,DP,Russell,"Customer reports that there are lighting outages with awning and cabinet on the pole sign. Visit and repair as needed. Pole sign electrical box has damage and may need electrician to repair, test lighting and report back if customer needs to contact electrician.",,,2026-05-20,2026-07-08,,,,,,,WK,WK,,No,,,,,,
J37869 / CITIZENS STATE BANK,Service or Contract Order,Service,,WK,NH,Hugoton,A module/partial row have gone out on the west face of the EMC. Check and repair as needed. (EMC is no longer under warranty. The bank sponsor has agreed to cover repair costs for the school).,,,2026-05-21,2026-07-09,,,,,,,WK,WK,,No,,,,,,
J37859 / WESLEY MEDICAL CENTER,Service or Contract Order,Service,,WK,DW,Wichita,Southeast facing board has outage.,,,2026-05-21,2026-07-09,,,,,,,WK,WK,,No,,,,,,
J37847 / MRV SERVICES,Service or Contract Order,Service,,NEK,,,MRV Wanamaker (21st & Wanamaker) service pole sign,,,2026-05-21,2026-07-09,,,,,,,NEK,NEK,,No,,,,,,
J37881 / Hutton Salina,Service or Contract Order,Service,,WK,DP,Bushton,N/C for Straightening Letters,,Survey needed,2026-05-22,2026-07-10,,,,,,,WK,WK,,No,,,,,,
J37880 / Vargas Restaurant,Service or Contract Order,Service,,WK,NH,Liberal,pylon + raceway svc.,,Survey needed,2026-05-22,2026-07-10,,,,,,,WK,WK,,No,,,,,,
J37858 / FIRST NATIONAL BANK OF LOUISBURG,Service or Contract Order,Service,,NEK,SP,Louisburg,WF EMC SERVICE (BOTH SIDES),,Survey needed,2026-05-22,2026-07-10,,,,,,,NEK,NEK,,No,,,,,,
J37918 / AZ US STORE MAINTENANCE (AUTOZONE PARTS INC),Service or Contract Order,Service,,WK,CC,Wichita,Repair broken neon on front of building,,Survey needed,2026-05-26,2026-07-14,,,,,,,WK,WK,,No,,,,,,
J37916 / EMPRISE BANK,Service or Contract Order,Service,,WK,CC,ElDorado,Repair outage in letter M over entrance on west side,,Survey needed,2026-05-26,2026-07-14,,,,,,,WK,WK,,No,,,,,,
J37900 / AZ US STORE MAINTENANCE (AUTOZONE PARTS INC),Service or Contract Order,Service,,WK,CC,Wichita,Repair broken neon on west side of building,,Survey needed,2026-05-26,2026-07-14,,,,,,,WK,WK,,No,,,,,,
J37896 / Pestinger Heating & Air,Service or Contract Order,Service,,WK,DP,Salina,Storm damage,,Survey needed,2026-05-26,2026-07-14,,,,,,,WK,WK,,No,,,,,,
"J37744 / SAYLOR INSURANCE SERVICE, INC.",Service or Contract Order,Service,,NEK,VB,Sabetha,Saylor Insurance Sabetha gold package service to message center,,Survey needed,2026-05-26,2026-07-14,,,,,,,NEK,NEK,,No,,,,,,
J37875 / KD FAMILY MANAGEMENT,Service or Contract Order,Service,,NEK,VB,Topeka,McDonald's #17628 29th & Wanamaker top of pole sign arch is out,,Survey needed,2026-05-26,2026-07-14,,,,,,,NEK,NEK,,No,,,,,,
J37876 / COREFIRST BANK & TRUST,Service or Contract Order,Service,,NEK,VB,Topeka,CoreFirst Bank North Plaza repair message center,,Survey needed,2026-05-26,2026-07-14,,,,,,,NEK,NEK,,No,,,,,,
J37955 / HUTCHINSON COMMUNITY COLLEGE,Service or Contract Order,Service,,WK,AS,Hutchinson,"N/C: customer reports pc has gone bad, Watchfire is sending pc under and warranty and return old pc",,Survey needed,2026-05-27,2026-07-15,,,,,,,WK,WK,,No,,,,,,
J37930 / Farm Bureau Financial Services,Service or Contract Order,Service,,WK,NH,Greensburg,monument svc,,Survey needed,2026-05-27,2026-07-15,,,,,,,WK,WK,,No,,,,,,
J37969 / Universal Signs,Service or Contract Order,Service,,WK,NH,Dodge City,night photos (by NH),,,2026-05-28,2026-07-16,,,,,,,WK,WK,,No,,,,,,
J37968 / Universal Signs,Service or Contract Order,Service,,WK,NH,Dodge City,J trimcap face repair,,,2026-05-28,2026-07-16,,,,,,,WK,WK,,No,,,,,,
J37985 / Red Rock Canyon,Service or Contract Order,Service,,WK,CC,Wichita,Repair outages in neon sign above entrance,,,2026-05-29,2026-07-17,,,,,,,WK,WK,,No,,,,,,
J38025 / HUTCHINSON ART CENTER,Service or Contract Order,Service,,WK,AS,Hutchinson,"Service on or after 6/8/26: Customer reports letters on ""CENTER"" on the East (Washington St) elevation is having some illumination issues. I am not 100% sure if it is the front illumination or the rear RGB illumination that is not working correctly.  Please diagnose and fix issue.",,,2026-06-01,2026-07-20,,,,,,,WK,WK,,No,,,,,,
J38000 / Newport Grill,Service or Contract Order,Service,,WK,CC,Wichita,Repair outages in STEAKS reading on building,,,2026-06-01,2026-07-20,,,,,,,WK,WK,,No,,,,,,
J37998 / PEOPLES BANK & TRUST,Service or Contract Order,Service,,WK,CC,Great Bend,Repair outages in the Watchfire display in Great Bend PBT,,,2026-06-01,2026-07-20,,,,,,,WK,WK,,No,,,,,,
J38044 / Identiti Resources,Service or Contract Order,Service,,WK,NH,Dodge City,"Customer reports that the interior storefront sign is out. Check in per the IVR/Identiti requirements on the highlighted PO. Make repairs as needed. *IF REPAIRS WILL EXCEED $400, CALL ROBIN WILLIAMS @ 847-238-8412 FOR APPROVAL. Get completion photos, and complete the attached Sign-off sheet.",,,2026-06-02,2026-07-21,,,,,,,WK,WK,,No,,,,,,
J38028 / B33 WEST RIDGE PLAZA LLC,Service or Contract Order,Service,,NEK,VB,Topeka,B33 West Ridge Plaza lift DL Smith for parking lot light repair,,,2026-06-02,2026-07-21,,,,,,,NEK,NEK,,No,,,,,,
"J37996 / SPANGLES, INC",Service or Contract Order,Service,,NEK,VB,Topeka,Spangles #23 repair monument sign,,,2026-06-02,2026-07-21,,,,,,,NEK,NEK,,No,,,,,,
J38024 / ROCK CREEK MARINA AND RESORT,Service or Contract Order,Service,,NEK,VB,Ozawkie,Rock Creek Marina replace faux LED parts so that the sign dims properly,,,2026-06-02,2026-07-21,,,,,,,NEK,NEK,,No,,,,,,
J38034 / WICHITA BASEBALL LLC,Service or Contract Order,Service,,WK,CC,Wichita,"Repair outage in the letter ""U"" at the top of scoreboard",,,2026-06-02,2026-07-21,,,,,,,WK,WK,,No,,,,,,
J38064 / McCallson Tax & Accounting,Service or Contract Order,Service,,WK,DP,Salina,NC: On newly installed round projecting sign.  Faces appear to not look level in sign. On next trip to Salina the customer would like to see if we could straighten the faces in the cabinet - both sides.,,,2026-06-03,2026-07-22,,,,,,,WK,WK,,No,,,,,,
J38054 / SAINT LUKE'S HEALTH SYSTEM,Service or Contract Order,Service,,NEK,QT,Overland Park,"The letters ""osp"" are out in hospital on the west side of the MOB building. Please check and repair.",,,2026-06-03,2026-07-22,,,,,,,NEK,NEK,,No,,,,,,
J38076 / Ken's Pizza,Service or Contract Order,Service,,WK,AS,Hutchinson,"T/M: Service:  Customer reports some neon is out on pizza sign on front of building, please diagnose and fix",,,2026-06-04,2026-07-23,,,,,,,WK,WK,,No,,,,,,
J38070 / NKC Health,Service or Contract Order,Service,,NEK,QT,North Kansas City,NKC punchlist items,,,2026-06-04,2026-07-23,,,,,,,NEK,NEK,,No,,,,,,
J38067 / Dollar Tree #3374,Service or Contract Order,Service,,NEK,VB,Topeka,Dollar Tree #3374 service channel letters,,,2026-06-05,2026-07-24,,,,,,,NEK,NEK,,No,,,,,,
J38085 / TB OF AMERICA,Service or Contract Order,Service,,NEK,VB,Topeka,Taco Bell #4120 Wanamaker repair clearance bar,,,2026-06-05,2026-07-24,,,,,,,NEK,NEK,,No,,,,,,
J28498 / / Boulevard Theatres,Service - Hold,Service Hold,,WK,DW,Wichita,Boulevard Theatre recently acquired the old town Warren property and trying to get digital signs operational. They called Watchfire and were told they needed a fiber router box and the ticket number is 869478. Please order part and schedule service call once part arrives.,"part is here, sent with Ray/more parts needed, working with customer/Watchfire",Survey needed,2024-12-06,2025-01-24,,,,,,,WK,WK,,No,,,,,,
J28861 / A & M Management - Deano's,Service - Hold,Service Hold,,WK,DW,Wichita,Deano's Tenant Face Damage Bring back tenant panel to shop and access damage.,trip made/order in Dustin's office,Survey needed,2025-01-02,2025-02-20,,,,,,,WK,WK,,No,,,,,,
J28271 / / MORTON BUILDINGS,Morton - National,National In Process,,WK,DW,"Spencer, IA","Survey large logo to create refurb quote. Get all info for repainting, new graphics, and lighting components.",,Survey needed,2024-11-19,2025-01-07,,,,,,,Sub,Sub-Installer,,No,,,,,,
J28523 / / MORTON BUILDINGS,Morton - National,National In Process,,WK,DW,"Wooster, OH","Wooster, OH NC Survey Survey Site.",,Survey needed,2024-12-09,2025-01-27,,,,,,,Sub,Sub-Installer,,No,,,,,,
